ISOURBID,ISO3,URBID,NAME,SCHNM,ES90POP,ES95POP,ES00POP,SQKM_FINAL,URB_D_MEAN,BUF_D_MEAN,D_T_DIFF,URB_N_MEAN,BUF_N_MEAN,N_T_DIFF,LATITUDE,LONGITUDE
ARG90018,ARG,90018,El Bordo,ELBORDO,4175,4525,4846,42.66,44.08,41.13,2.95,18.30,18.15,0.15,-24.73368226,-65.10004901
AUT90018,AUT,90018,Scharnstein,SCHARNSTEIN,4287,4397,4510,20.58,32.86,32.43,0.43,12.38,12.45,-0.07,47.89996541,13.9699998
GMB90018,GMB,90018, ,BAJAKUNDA,4754,5159,5517,22.17,39.43,35.72,3.70,19.79,19.18,0.61,13.51078474,-14.01846468
TGO90018,TGO,90018, ,AMLAME,4834,5258,6877,17.51,27.98,29.22,-1.24,19.22,19.63,-0.41,7.46666686,0.899999801
ALB90018,ALB,90018,Memaliaj,MEMALIAJ,4925,5029,5253,14.78,43.04,40.31,2.73,17.76,16.61,1.14,40.34999799,19.96999912
KEN90018,KEN,90018,CHUKA MUNICIPALITY,CHUKA,4938,5972,7003,13.11,35.83,34.71,1.12,15.54,15.88,-0.35,-0.333332533,37.65000143
ARM90018,ARM,90018,Agarak,AGARAK,5100,5100,5100,8.88,33.99,36.50,-2.51,15.32,15.96,-0.64,39.20415153,46.54840774
BOL90018,BOL,90018,Saavedra,SAAVEDRA,5749,6893,7976,37.12,34.25,34.33,-0.08,22.79,22.26,0.53,-17.24996922,-63.16666817
ETH90018,ETH,90018, ,ABIYADI,6330,8196,10033,17.06,36.36,35.58,0.78,16.46,16.14,0.32,13.43471702,39.00249842
NER90018,NER,90018,Aguié,AGUIE,6595,8483,10911,8.38,40.35,41.09,-0.74,18.60,18.86,-0.26,13.49999459,7.783333201
CHE90018,CHE,90018,Frutigen,FRUTIGEN,7502,7072,6700,27.18,27.57,25.71,1.86,11.86,10.79,1.07,46.58331168,7.650000076
BFA90018,BFA,90018,PISSILA + NABMANGUEM,PISSILANABMANGUEM,7861,9913,12473,23.03,42.24,41.37,0.87,22.17,21.89,0.28,13.1582964,-0.819400184
ITA90018,ITA,90018,Gambolò,GAMBOLO,7980,8086,8180,24.80,32.75,32.94,-0.19,18.83,18.59,0.24,45.24998879,8.849999828
MWI90018,MWI,90018,Mulanje,MULANJE,8308,10761,13940,24.68,31.85,32.40,-0.55,19.04,18.26,0.78,-16.03331467,35.49999978
GHA90018,GHA,90018, ,ZABZUGU,9238,11657,14311,27.08,34.24,31.92,2.32,21.94,21.51,0.43,9.283333067,0.366666543
MDG90018,MDG,90018, ,TSARATANANA,9785,12256,14517,23.08,39.76,40.09,-0.33,22.11,21.62,0.49,-16.78330714,47.65000129
ROU90018,ROU,90018,Marginea,MARGINEA,10035,9916,9617,18.75,35.26,33.40,1.85,11.94,12.06,-0.13,47.81996478,25.81999979
CIV90018,CIV,90018,Tiebissou,TIEBISSOU,10077,10077,10077,18.01,27.91,27.39,0.52,17.74,18.21,-0.47,7.166667173,-5.166667154
MOZ90018,MOZ,90018, ,MOSSURIL,10887,15978,21124,19.40,39.58,38.14,1.44,23.52,23.84,-0.32,-14.9646107,40.6692147
BEL90018,BEL,90018,Jodoigne,JODOIGNE,11195,11432,11661,19.21,34.29,33.26,1.04,11.89,11.51,0.38,50.71989833,4.869999923
COM90018,COM,90018, ,KONI-DJODJO,11355,12594,13881,27.23,31.05,30.23,0.82,18.94,20.01,-1.07,-12.20965317,44.4756591
TCD90018,TCD,90018, ,OUMHADJER,11596,14190,17674,33.33,45.02,47.27,-2.24,21.51,21.97,-0.46,13.29999589,19.68333221
GIN90018,GIN,90018,Kérouané,KEROUANE,11783,14908,18106,27.47,32.61,29.02,3.58,16.57,17.73,-1.16,9.266666514,-9.016666448
HND90018,HND,90018,Trojes,TROJES,12206,14819,17749,48.40,28.02,27.13,0.90,15.08,16.13,-1.06,14.06737885,-85.97911171
CAF90018,CAF,90018, ,ALINDAO,12472,12472,12472,56.21,27.34,27.58,-0.24,18.01,17.57,0.44,5.050000773,21.20999882
DZA90018,DZA,90018, ,OULEDMOUSSA,12924,15533,17877,46.30,38.58,40.34,-1.76,18.05,17.91,0.14,36.57420358,3.386749759
UGA90018,UGA,90018,KAYUNGA,KAYUNGA,13572,16830,20306,15.73,33.01,32.99,0.01,14.97,14.66,0.30,0.709993301,32.88999903
BEN90018,BEN,90018,DassaZoume,DASSAZOUME,15005,16976,16976,29.06,30.19,30.06,0.13,20.13,20.10,0.03,7.750000352,2.183333215
PSE90018,PSE,90018,Adh Dhahiriya,ADHDHAHIRIYA,15072,18945,23209,58.10,49.30,48.86,0.44,19.14,18.99,0.15,31.41667032,34.96666703
CUB90018,CUB,90018,Lajas,LAJAS,15204,15875,16542,46.86,35.23,34.65,0.58,22.33,21.70,0.63,22.41285199,-80.29611245
SLE90018,SLE,90018, ,PORTLOKO,19430,21918,26410,32.45,25.82,26.30,-0.49,20.47,20.37,0.10,8.766666754,-12.78333307
CHN90018,CHN,90018,Baoshan,BAOSHAN,22475,27137,32360,23.10,35.10,33.67,1.42,15.19,15.53,-0.33,48.09996009,123.9499985
KHM90018,KHM,90018,Kâmpôt,KAMPOT,23061,30247,40497,60.00,34.12,31.14,2.98,24.72,24.15,0.56,10.61681967,104.1833867
DEU90018,DEU,90018,Nottuln,NOTTULN,26017,27842,29387,50.40,32.10,32.60,-0.50,10.69,11.07,-0.38,51.95172734,7.326230158
MRT90018,MRT,90018, ,SELIBABY,26763,32309,39419,31.58,49.33,49.83,-0.50,16.31,16.86,-0.54,15.16825211,-12.18173691
LBR90018,LBR,90018,Buchanan,BUCHANAN,28104,31100,48352,22.41,28.81,26.88,1.93,19.66,19.31,0.35,5.88204575,-10.03511967
TZA90018,TZA,90018,Ifakara,IFAKARA,32667,41902,51143,33.87,39.25,37.35,1.90,21.32,21.82,-0.50,-8.133333462,36.68333426
SDN90018,SDN,90018, ,UWAYL,38028,50365,65074,58.99,43.38,40.59,2.79,21.84,21.22,0.62,8.766667082,27.39999928
RUS90018,RUS,90018,Hanty-Mansijsk,HANTYMANSIJSK,38188,38130,37700,151.78,26.96,26.73,0.22,13.32,13.77,-0.45,61.08443483,69.06741782
BGD90018,BGD,90018,Dohar,DOHAR,41044,49944,59667,40.42,29.92,30.11,-0.19,23.38,20.92,2.47,23.59161243,90.1554665
AFG90018,AFG,90018,Cagcaran,CAGCARAN,45085,68845,85191,81.61,52.75,52.24,0.51,10.40,9.03,1.37,34.5200076,65.24999945
IDN90018,IDN,90018,Polewali,POLEWALI,46525,58329,73673,42.64,29.21,26.29,2.91,23.01,22.07,0.94,-3.41004184,119.3359038
COD90018,COD,90018,Bumba,BUMBA,51197,51197,51197,51.95,31.53,29.99,1.54,19.20,19.57,-0.37,2.19642723,22.46234154
NGA90018,NGA,90018,Otukpo,OTUKPO,79031,102304,128716,63.14,29.59,29.38,0.21,21.26,21.94,-0.68,6.885470759,8.668629245
BRA90019,BRA,90019,Rio Preto da Eva,RIOPRETODAEVA,0,15632.86848,0,0.00,32.61,30.54,2.07,22.65,22.58,0.07,-2.698717338,-59.70067795
MRT90019,MRT,90019,Adel Bagrou,ADELBAGROU,0,31191.6619,0,0.00,40.76,42.07,-1.31,22.45,22.75,-0.31,15.58333118,-7.100000179
KEN90019,KEN,90019,KENDU BAY TOWN COUNCIL,KENDUBAY,283,343,402,1.50,43.13,39.09,4.04,16.57,18.20,-1.63,-0.366665725,34.65000153
URY90019,URY,90019,VELAZQUEZ,VELAZQUEZ,971,1010,1050,13.19,37.09,36.43,0.66,12.57,13.66,-1.09,-34.0333333,-54.28333317
GMB90019,GMB,90019,Nyaraya,CHILLA,1003,1089,1164,8.87,31.15,33.26,-2.12,20.43,20.63,-0.21,13.52219436,-16.28438211
LBR90019,LBR,90019,PyneTown,PYNETOWN,1121,1240,1929,9.38,26.73,26.59,0.14,21.12,20.82,0.30,5.695000275,-8.400278185
PER90019,PER,90019,CHIRINOS,CHIRINOS,1146,1190,1250,13.08,28.55,30.46,-1.91,16.18,15.86,0.32,-5.305000117,-78.89833095
GAB90019,GAB,90019, ,OMBOUE,1281,1195,1095,0.74,26.07,26.72,-0.65,19.81,19.25,0.56,-1.574096691,9.254857542
IRL90019,IRL,90019,Ferbane,FERBANE,1346,1282,1222,17.97,31.30,32.48,-1.18,7.36,7.11,0.24,53.26919456,-7.826944344
HUN90019,HUN,90019,Vajdácska,VAJDACSKA,1353,1373,1384,6.65,39.44,38.29,1.16,13.88,13.60,0.28,48.31662106,21.66666582
LTU90019,LTU,90019,Daugai,DAUGAI,1520,1505,1465,12.67,28.25,27.40,0.85,11.50,11.24,0.25,54.36737762,24.33227817
BWA90019,BWA,90019, ,SEBINA,1655,2186,2580,19.87,43.50,44.18,-0.69,19.44,18.36,1.07,-20.87087777,27.24579976
DNK90019,DNK,90019,Engesvang,ENGESVANG,1796,1824,1852,15.68,27.62,28.07,-0.46,9.99,9.25,0.74,56.16667174,9.349999866
ARG90019,ARG,90019,Nueva Pompeya,NUEVAPOMPEYA,1893,1838,1782,25.20,42.24,41.22,1.02,23.52,23.86,-0.34,-24.85000167,-61.49999979
GRC90019,GRC,90019,Prómakhoi,PROMAKHOI,1910,1859,1810,19.30,36.06,33.99,2.07,15.82,15.49,0.33,41.02999871,21.9999994
USA90019,USA,90019,Canadian Lakes,CANADIANLAKES,1943,1978,1922,46.27,29.79,30.52,-0.73,12.21,11.44,0.78,43.58254831,-85.30585765
AUT90019,AUT,90019,Mönchhof,MONCHHOF,2174,2211,2249,11.09,43.33,42.03,1.30,14.01,14.47,-0.46,47.86662801,16.93333254
ETH90019,ETH,90019, ,ZARIMA,2215,2868,3511,10.77,31.97,29.94,2.03,15.43,16.17,-0.74,13.34221726,37.88639033
HND90019,HND,90019,Yuscarán,YUSCARAN,2224,2286,2350,15.01,31.21,31.91,-0.69,16.44,16.48,-0.03,13.93332656,-86.84999842
GHA90019,GHA,90019, ,SAWLA,2252,2428,2547,12.73,32.52,31.60,0.92,19.84,19.64,0.20,9.283332755,-2.41666682
KGZ90019,KGZ,90019,Shankol,SHANKOL,2445,2445,2445,17.87,38.43,35.74,2.69,13.68,11.83,1.85,40.20000136,72.75000059
COL90019,COL,90019,ANGOSTURA,ANGOSTURA,2873,3273,3585,17.47,37.16,34.97,2.19,26.09,24.53,1.56,8.169660601,-74.85072338
SVN90019,SVN,90019,Vir,VIR,2987,3060,3072,14.70,38.44,35.80,2.64,14.94,14.66,0.28,45.94998343,14.81666628
BEL90019,BEL,90019,Flobecq,FLOBECQ,3058,3123,3185,5.30,29.63,29.51,0.12,11.57,12.24,-0.67,50.7298938,3.729999437
CMR90019,CMR,90019, ,BOURRHA,3282,3455,3529,14.66,37.46,36.65,0.81,20.68,20.90,-0.23,10.24999945,13.5166996
KHM90019,KHM,90019,Kêb,KEB,3335,3824,4150,22.93,29.28,30.23,-0.95,21.47,25.65,-4.18,10.49826836,104.3161546
COM90019,COM,90019, ,CHITROUNI,3483,3863,4258,5.86,32.19,30.09,2.10,20.58,20.20,0.38,-12.19171243,44.34690952
DZA90019,DZA,90019, ,AINKERMA,3691,3789,3729,18.02,48.31,44.69,3.62,18.14,17.61,0.53,36.58333341,8.199999848
MLI90019,MLI,90019,Kersignane,KERSIGNANE,3766,4701,5892,8.63,43.97,44.45,-0.48,22.83,22.80,0.03,15.37289904,-10.17381434
MWI90019,MWI,90019,Thyolo,THYOLO,4629,5038,5482,13.16,29.46,29.82,-0.36,17.53,17.96,-0.42,-16.06664863,35.13333508
BOL90019,BOL,90019,Kami,KAMI,5488,6580,7615,36.28,23.77,26.27,-2.50,-3.64,-3.83,0.19,-17.36663431,-66.80000346
BGD90019,BGD,90019,Daudkandi,DAUDKANDI,6468,13328,27465,9.46,31.87,30.51,1.36,24.46,22.97,1.49,23.53230843,90.72091307
BFA90019,BFA,90019,BERENGA,BERENGA,6529,8234,10360,21.26,42.26,43.02,-0.76,20.96,20.28,0.69,13.11207083,-2.126010133
UGA90019,UGA,90019,MALABA,MALABA,6741,8359,10086,8.33,35.49,36.11,-0.62,14.35,15.07,-0.72,0.669994497,34.25999838
ROU90019,ROU,90019,Bârsana,BARSANA,6760,6680,6478,13.83,36.59,35.16,1.42,11.03,11.18,-0.15,47.81996393,24.06999954
ALB90019,ALB,90019,Ersekë,ERSEKE,6972,7119,7436,18.33,38.60,35.62,2.98,13.59,12.98,0.61,40.34000036,20.68000025
CHE90019,CHE,90019,Collonge-Bellerive,COLLONGEBELLERIVE,7166,6755,6400,26.39,26.72,26.44,0.28,12.36,9.92,2.44,46.16998127,7.030000253
CIV90019,CIV,90019,Bocanda,BOCANDA,7451,7451,7451,14.31,28.50,27.54,0.96,22.62,21.10,1.51,7.066666732,-4.500000211
CAF90019,CAF,90019, ,ZEMIO,7578,7578,7578,30.91,30.18,29.47,0.71,19.42,20.06,-0.64,5.03428782,25.13173852
MOZ90019,MOZ,90019, ,MECONTA,8091,11874,15698,25.68,40.89,38.13,2.76,23.46,23.00,0.45,-14.99248964,39.84666812
IND90019,IND,90019,BHADERWAH,BHADERWAH,8125,9315,10576,20.93,32.91,24.62,8.30,14.51,11.66,2.84,32.9833314,75.71666674
ARM90019,ARM,90019,Kadjaran,KADJARAN,8800,8800,8800,14.19,31.65,28.58,3.06,8.17,7.96,0.20,39.15111221,46.15999968
PSE90019,PSE,90019,As Samu',ASSAMU,9471,11905,14584,42.21,49.17,48.49,0.69,17.40,18.19,-0.79,31.40000267,35.06666526
ITA90019,ITA,90019,Sant'Angelo Lodigiano,SANTANGELOLODIGIANO,11223,11613,12018,34.13,37.78,37.50,0.28,18.19,17.72,0.47,45.23999208,9.409999029
NER90019,NER,90019,Matameye,MATAMEYE,11996,14401,17287,15.59,41.61,42.32,-0.70,20.37,20.59,-0.22,13.43332836,8.466667058
SLE90019,SLE,90019, ,MAGBURAKA,14024,15820,19063,28.19,33.39,27.32,6.07,21.96,19.93,2.04,8.716667387,-11.94999999
TCD90019,TCD,90019, ,ATI,14486,17727,22080,35.77,45.60,47.09,-1.50,22.70,22.56,0.14,13.21666352,18.33333379
BEN90019,BEN,90019,Ketou,KETOU,14897,16853,16853,28.97,31.16,31.23,-0.07,18.90,18.86,0.04,7.359000633,2.620999874
DEU90019,DEU,90019,Gescher,GESCHER,15299,15960,16648,28.43,33.93,32.89,1.04,11.58,11.34,0.23,51.94984439,7.009999476
AFG90019,AFG,90019,MaydanSahr,MAYDANSAHR,16685,25478,31527,42.68,46.63,45.03,1.60,14.38,12.28,2.10,34.45000438,68.77999836
CHN90019,CHN,90019,Yugang,YUGANG,17172,20734,24725,19.43,31.15,31.32,-0.17,13.77,14.14,-0.37,48.09995949,126.5000015
CUB90019,CUB,90019,Rodas,RODAS,19830,20706,21576,51.26,34.89,34.53,0.37,22.20,21.79,0.41,22.34063521,-80.55722072
TZA90019,TZA,90019,Mahenge,MAHENGE,24450,31362,38278,27.43,30.91,30.42,0.49,20.16,19.97,0.18,-8.683333761,36.68333051
MDG90019,MDG,90019, ,ANKIRIHIRY,33213,41600,49273,23.28,31.28,30.45,0.83,17.10,19.00,-1.90,-16.85453588,49.92951645
COD90019,COD,90019,Lisala,LISALA,37565,37565,37565,41.07,30.24,28.82,1.43,20.15,19.39,0.76,2.147302711,21.50514477
SDN90019,SDN,90019, ,GOGRIAL,37859,50142,64786,58.78,39.45,38.21,1.24,21.83,21.65,0.18,8.533333571,28.11666645
NGA90019,NGA,90019,Ifo,IFO,49809,64476,81123,51.72,30.12,29.42,0.69,21.35,20.13,1.21,6.81666724,3.199999626
GIN90019,GIN,90019,Kissidougou,KISSIDOUGOU,50190,63500,77124,51.38,29.21,25.97,3.24,16.01,15.83,0.18,9.18333409,-10.10000071
TGO90019,TGO,90019, ,LITIME,64741,81461,106548,57.22,31.76,32.74,-0.98,19.17,19.88,-0.71,7.050000955,0.819999711
IDN90019,IDN,90019,Bengkulu,BENGKULU,146395,183539,231819,95.42,33.45,32.12,1.33,22.94,19.42,3.52,-3.803690104,102.2816901
RUS90019,RUS,90019,Ni?nevartovsk,NIZNEVARTOVSK,240846,240075,239307,553.25,29.58,28.29,1.29,11.63,13.39,-1.77,60.94490119,76.81590792
BRA90020,BRA,90020,Chorozinho,CHOROZINHO,0,16633.15155,0,0.00,42.77,42.03,0.74,22.00,21.31,0.69,-4.299740561,-38.49770133
MRT90020,MRT,90020,Hamoud,HAMOUD,0,18076.38539,0,0.00,48.26,47.95,0.31,21.20,21.26,-0.05,15.63333093,-11.51666723
BWA90020,BWA,90020, ,MAKALENG,1013,1339,1580,15.20,43.93,43.47,0.46,19.17,18.09,1.08,-20.89747619,27.28960037
LBR90020,LBR,90020,Nyaake,NYAAKE,1121,1240,1929,8.08,28.33,26.90,1.43,19.09,19.48,-0.39,4.851775727,-7.599620267
ARG90020,ARG,90020,La Silleta,LASILLETA,1341,1302,1263,20.50,35.98,34.88,1.11,13.69,14.64,-0.95,-24.86666814,-65.58333672
URY90020,URY,90020,MARISCALA,MARISCALA,1393,1487,1588,16.66,37.51,37.44,0.07,12.13,12.79,-0.67,-34.05000069,-54.7833327
PER90020,PER,90020,CANCHAQUE,CANCHAQUE,1508,1567,1645,15.09,27.56,29.79,-2.23,12.42,10.42,2.00,-5.373055844,-79.60028095
IRL90020,IRL,90020,Rathangan,RATHANGAN,1564,1635,1758,21.38,31.35,32.00,-0.65,8.85,8.28,0.57,53.22114537,-6.994999847
COM90020,COM,90020, ,BIMBINI,1683,1867,2057,3.46,33.46,32.62,0.85,21.12,19.56,1.56,-12.1862465,44.23776575
ETH90020,ETH,90020, ,GIJET,1689,1956,2395,9.11,30.79,33.65,-2.85,11.15,12.16,-1.01,13.32305056,39.17305367
KGZ90020,KGZ,90020,Sovetskyy,SOVETSKYY,1721,1492,1293,13.74,51.04,50.32,0.72,18.28,18.35,-0.07,40.18333443,71.33333638
IND90020,IND,90020,BAKLOH,BAKLOH,2007,1914,1826,8.04,27.97,28.53,-0.55,19.10,18.54,0.56,32.46667158,75.91667154
COL90020,COL,90020,LOURDES,LOURDES,2040,2325,2546,13.89,32.22,29.56,2.66,16.84,14.04,2.80,7.949999752,-72.83000249
AUT90020,AUT,90020,Horitschon,HORITSCHON,2042,2026,2011,10.25,40.12,37.45,2.68,14.15,14.21,-0.06,47.58329841,16.54999914
SVN90020,SVN,90020,Borovnica,BOROVNICA,2053,2103,2112,10.89,34.56,33.62,0.94,14.19,13.82,0.36,45.91831789,14.36416594
GRC90020,GRC,90020,Valtotópion,VALTOTOPION,2190,2192,2198,22.14,40.53,42.65,-2.12,15.26,17.25,-1.99,40.99999877,23.61413067
GAB90020,GAB,90020, ,LEKONI,2759,3514,4249,6.97,32.58,32.70,-0.12,18.41,19.89,-1.49,-1.583258655,14.23333359
GMB90020,GMB,90020, ,SABA,2963,3215,3439,17.19,36.33,32.47,3.86,20.12,20.77,-0.65,13.51796665,-16.04076752
DZA90020,DZA,90020, ,AINBENBEIDA,3491,3584,3527,17.36,47.03,46.62,0.41,18.68,18.56,0.11,36.57230115,7.70196008
LTU90020,LTU,90020,Eisiskes,EISISKES,3854,3765,3795,20.46,30.78,30.23,0.55,10.16,10.67,-0.51,54.16893715,25.00386498
MLI90020,MLI,90020,Kremis,KREMIS,3930,4906,6148,17.00,44.18,43.15,1.03,21.67,22.69,-1.03,15.35314665,-10.34465045
KEN90020,KEN,90020,MBITA POINT TOWN COUNCIL,MBITAPOINT,4442,5372,6300,2.86,33.50,32.62,0.88,18.22,20.21,-1.99,-0.41611906,34.2045342
CAF90020,CAF,90020, ,KOUANGO,4533,4533,4533,8.70,30.26,29.07,1.19,21.08,20.93,0.15,4.995575247,19.98591749
BEL90020,BEL,90020,Celles,CELLES,5179,5289,5395,8.94,30.30,30.08,0.23,11.77,12.06,-0.30,50.71989656,3.449999942
DNK90020,DNK,90020,Ry,RY,5297,5572,5862,37.97,28.46,27.91,0.55,11.80,10.98,0.82,56.08333884,9.757005528
ARM90020,ARM,90020,Meghri,MEGHRI,5600,5600,5600,10.19,40.30,38.20,2.10,18.86,16.25,2.62,38.90222121,46.23833452
MOZ90020,MOZ,90020, ,IAPALA,5825,8548,11302,22.19,37.17,33.97,3.20,22.91,22.94,-0.03,-15.02498846,38.04249984
NER90020,NER,90020,Kollo,KOLLO,6316,7969,10054,7.79,38.90,41.86,-2.96,22.33,21.40,0.93,13.30860601,2.330833
MDG90020,MDG,90020, ,AMBODIFOTATRA,6881,8619,10208,15.19,31.06,30.35,0.71,18.97,19.79,-0.82,-16.98346602,49.87183005
GHA90020,GHA,90020, ,BOLE,8167,10305,12652,25.52,31.48,31.03,0.44,19.11,19.05,0.06,9.033332953,-2.483333522
GIN90020,GIN,90020,Beyla,BEYLA,8793,11125,13511,24.21,27.69,26.04,1.65,13.50,16.54,-3.04,8.683333573,-8.633333442
ROU90020,ROU,90020,Milisauti,MILISAUTI,8873,8768,8503,17.06,37.23,36.15,1.08,12.16,11.60,0.56,47.77996348,25.99999979
UGA90020,UGA,90020,MUBENDE,MUBENDE,8909,11048,13329,10.73,37.00,35.93,1.08,13.76,13.11,0.65,0.583329611,31.38333309
HUN90020,HUN,90020,Putnok,PUTNOK,8946,8858,8714,25.43,34.09,33.68,0.41,13.31,12.54,0.77,48.30306997,20.42710691
TCD90020,TCD,90020, ,MASSAKORY,9270,11344,14129,31.05,50.81,49.60,1.21,22.80,23.03,-0.23,12.99999659,15.73333332
CIV90020,CIV,90020,Bangolo,BANGOLO,9495,9495,9495,17.21,29.56,27.12,2.43,22.12,19.24,2.88,7.016667055,-7.483333301
ITA90020,ITA,90020,Montagnana,MONTAGNANA,9620,9519,9420,28.64,37.52,37.18,0.34,19.18,18.19,0.99,45.23999091,11.45999974
BGD90020,BGD,90020,Jibannagar,JIBANNAGAR,9802,15202,23579,16.76,30.47,30.75,-0.27,23.32,21.59,1.73,23.41641935,88.83329711
CMR90020,CMR,90020, ,GUIDIGUIS,9823,12485,15382,21.95,42.25,42.02,0.23,22.85,23.53,-0.68,10.13333288,14.71666696
DEU90020,DEU,90020,Velen,VELEN,9911,10407,10507,20.34,32.92,33.09,-0.17,11.94,11.66,0.28,51.89984627,6.979999442
AFG90020,AFG,90020,Nader Sah Kawt,NADER SAHKAWT,10244,15643,19357,31.06,50.43,50.15,0.28,25.76,25.26,0.50,34.23000218,70.70999874
ALB90020,ALB,90020,Tepelenë,TEPELENE,10516,10737,11216,23.65,44.26,39.71,4.55,17.41,15.90,1.52,40.29999992,20.00999964
HND90020,HND,90020,Pespire,PESPIRE,12104,14696,17600,54.51,37.80,37.71,0.09,22.38,21.74,0.63,13.58332878,-87.36666838
MWI90020,MWI,90020,Nsanje,NSANJE,12382,15062,18322,22.42,36.57,33.43,3.13,23.48,23.05,0.43,-16.91462456,35.25821787
CUB90020,CUB,90020,Mantua,MANTUA,12423,12972,13517,43.77,34.16,32.61,1.55,21.62,22.32,-0.70,22.28869341,-84.28444715
COD90020,COD,90020,Mungbualu (Fataki),MUNGBUALU(FATAKI),14493,14493,14493,48.96,30.06,29.60,0.46,11.49,11.57,-0.07,2.016512974,30.61667068
BFA90020,BFA,90020,Tougan,TOUGAN,14590,15097,15621,27.62,44.17,43.15,1.02,22.71,21.94,0.77,13.06666295,-3.066666784
TZA90020,TZA,90020,Nachingwea,NACHINGWEA,16012,20538,25068,20.17,43.05,41.78,1.27,20.51,20.78,-0.27,-10.38333289,38.76666646
CHN90020,CHN,90020,Xinglong,XINGLONG,16282,19659,23443,18.78,35.12,35.06,0.05,14.38,15.04,-0.65,48.04996089,123.6500028
SLE90020,SLE,90020, ,LUNSAR,20481,23104,27839,33.20,26.74,26.65,0.09,17.33,20.13,-2.80,8.683333649,-12.533333
BOL90020,BOL,90020,Centrominerocolquiri,CENTROMINEROCOLQUIRI,21935,26300,30435,71.83,28.08,28.88,-0.80,-2.61,-2.73,0.12,-17.39065856,-67.13519343
BEN90020,BEN,90020,Cove,COVE,29917,33846,33846,39.15,32.04,32.71,-0.67,19.42,18.87,0.55,7.233333616,2.299999742
RUS90020,RUS,90020,Megion,MEGION,42037,41973,41500,143.61,27.06,28.06,-1.00,14.26,12.43,1.83,60.99126924,76.25751474
NGA90020,NGA,90020,Aku,AKU,43671,56531,71126,48.87,26.64,26.36,0.27,21.75,21.79,-0.04,6.700000413,7.333333149
TGO90020,TGO,90020, ,TOHOUN,43989,55350,72395,41.93,33.04,31.80,1.23,20.65,20.42,0.23,7.033246546,1.611953241
SDN90020,SDN,90020, ,DEIMZUBEIR,44787,59317,76640,67.50,29.67,29.41,0.27,19.70,21.06,-1.36,7.716667538,26.21666665
IDN90020,IDN,90020,Baturaja,BATURAJA,52302,65572,82821,60.99,28.01,27.69,0.32,19.12,19.13,-0.01,-4.133333488,104.166701
MWI90021,MWI,90021,Luchenza,LUCHENZA,0,7518.112327,0,0.00,34.07,34.30,-0.23,19.45,19.39,0.05,-16.00219059,35.30931144
MRT90021,MRT,90021,Bou Gadoum,BOUGADOUM,0,25160.71374,0,0.00,44.42,46.09,-1.67,23.30,23.13,0.17,15.8833311,-7.366667171
BRA90021,BRA,90021,Sao Goncalo do Amarante,SAOGONCALODOAMARENTE,0,31660.51534,0,0.00,40.50,39.74,0.75,19.18,20.50,-1.32,-3.607320695,-38.97050297
USA90021,USA,90021,Mayville,MAYVILLE,1010,1032,1055,29.00,30.17,30.30,-0.13,12.66,12.48,0.19,43.33608675,-83.35083465
GMB90021,GMB,90021, ,PAKALIBA,1035,1124,1202,8.99,33.49,32.00,1.49,19.95,19.73,0.22,13.51666097,-15.23333374
IRL90021,IRL,90021,Portumna,PORTUMNA,1193,1196,1223,12.46,29.91,29.35,0.56,7.89,8.60,-0.71,53.09347003,-8.219648072
URY90021,URY,90021,CARDAL,CARDAL,1262,1272,1282,15.16,39.64,38.62,1.01,13.59,13.89,-0.31,-34.29055507,-56.38888936
COM90021,COM,90021, ,KAVANI,1382,1533,1690,4.15,34.08,31.97,2.11,18.26,19.93,-1.67,-12.19213858,44.26939984
PER90021,PER,90021,ARAMANGO,ARAMANGO,1571,1632,1714,13.35,29.57,28.92,0.65,19.25,18.52,0.73,-5.39335995,-78.44922146
GRC90021,GRC,90021,Xilaganí,XILAGANI,1721,1617,1519,17.28,41.84,40.16,1.67,17.94,18.33,-0.38,40.97999873,25.4199996
HUN90021,HUN,90021,Szabolcsveresmart,SZABOLCSVERESMART,1723,1749,1763,7.81,34.75,36.65,-1.90,13.01,12.84,0.16,48.29995494,22.01666656
LTU90021,LTU,90021,Veisiejai,VEISIEJAI,1838,1819,1771,15.05,26.89,27.44,-0.54,12.53,11.86,0.67,54.07998269,23.64963575
ARG90021,ARG,90021,Cachi,CACHI,1860,2016,2159,26.63,47.94,44.76,3.17,9.07,8.09,0.98,-25.10000197,-66.18333439
BWA90021,BWA,90021, ,MOPIPI,2141,2829,3338,21.17,51.47,48.92,2.55,21.46,21.35,0.11,-21.1817736,24.88403813
BEL90021,BEL,90021,Lincent,LINCENT,2739,2797,2853,4.75,34.42,33.70,0.71,11.14,11.50,-0.35,50.71989602,5.030000599
DNK90021,DNK,90021,Græsted,GRAESTED,2876,3015,3160,22.91,27.47,26.34,1.14,11.98,12.51,-0.53,56.06667184,12.2833324
SVN90021,SVN,90021,Trebnje,TREBNJE,3057,3131,3144,14.97,37.46,36.66,0.81,14.32,14.67,-0.35,45.90415048,15.0216666
UGA90021,UGA,90021,BUGIRI,BUGIRI,3161,3919,4729,4.19,37.32,36.31,1.01,16.20,15.39,0.81,0.567805631,33.74290443
GAB90021,GAB,90021, ,NDJOLE,3194,4068,4919,8.17,30.41,29.59,0.82,20.15,19.93,0.22,-1.649915476,10.71666708
